customer_id,customer_name,age,gender,city,region,category,quantity,unit_price,revenue
355,Customer_355,30,Male,Kolkata,East,Books,13,1512.93,19668.09
384,Customer_384,43,Male,Delhi,North,Clothing,12,3447.11,41365.32
480,Customer_480,58,Male,Chennai,South,Grocery,10,2761.07,27610.7
103,Customer_103,38,Other,Chandigarh,North,Electronics,4,4852.41,19409.64
111,Customer_111,42,Other,Bhubaneswar,East,Books,15,4667.62,70014.3
308,Customer_308,45,Other,Nagpur,Central,Grocery,20,723.82,14476.4
138,Customer_138,32,Other,Hyderabad,South,Clothing,11,3883.12,42714.32
438,Customer_438,39,Female,Patna,East,Electronics,9,3220.94,28988.46
98,Customer_98,23,Female,Patna,East,Books,20,247.31,4946.2
499,Customer_499,38,Other,Bhubaneswar,East,Clothing,20,301.73,6034.6
283,Customer_283,55,Male,Chandigarh,North,Books,14,1511.2,21156.8
403,Customer_403,49,Female,Hyderabad,South,Books,5,1689.28,8446.4
193,Customer_193,29,Other,Nagpur,Central,Clothing,3,2641.25,7923.75
297,Customer_297,62,Male,Bhubaneswar,East,Clothing,3,2528.92,7586.76
370,Customer_370,47,Male,Bhopal,Central,Sports,10,3878.96,38789.6
373,Customer_373,58,Other,Mumbai,West,Clothing,1,4757.4,
128,Customer_128,39,Male,Bhubaneswar,East,Grocery,4,2368.24,9472.96
1,Customer_1,26,Male,Delhi,North,Grocery,4,3399.66,13598.64
364,Customer_364,25,Other,Kolkata,East,Grocery,1,1708.3,1708.3
96,Customer_96,35,Female,Amritsar,North,Clothing,5,403.48,2017.4
150,Customer_150,44,Female,Raipur,Central,Grocery,12,4374.36,52492.32
366,Customer_366,24,Other,Bangalore,South,Clothing,19,3386.9,64351.1
266,Customer_266,64,Female,Hyderabad,South,Sports,8,4182.37,33458.96
490,Customer_490,52,Male,Raipur,Central,Sports,10,4393.51,43935.1
378,Customer_378,30,Male,Pune,West,Clothing,5,3910.69,19553.45
252,Customer_252,54,Female,Chennai,South,Grocery,7,918.7,6430.9
116,Customer_116,49,Other,Nagpur,Central,Grocery,18,227.7,4098.6
299,Customer_299,46,Female,Kolkata,East,Grocery,16,1179.29,18868.64
241,Customer_241,49,Other,Patna,East,Clothing,11,2425.03,26675.33
457,Customer_457,19,Female,Amritsar,North,Electronics,2,3464.26,6928.52
420,Customer_420,61,Male,Chennai,South,Electronics,14,1049.5,14693.0
126,Customer_126,41,Other,Chandigarh,North,Sports,5,496.16,2480.8
204,Customer_204,21,Other,Patna,East,Sports,3,3372.36,10117.08
399,Customer_399,39,Other,Patna,East,Sports,10,1646.89,16468.9
105,Customer_105,26,Male,Mumbai,West,Clothing,10,2218.67,22186.7
376,Customer_376,58,Female,Amritsar,North,Electronics,13,420.41,5465.33
271,Customer_271,64,Other,Hyderabad,South,Grocery,19,1628.57,30942.83
26,Customer_26,24,Male,Delhi,North,Sports,8,998.37,7986.96
247,Customer_247,30,Male,Ahmedabad,West,Sports,10,1639.78,16397.8
14,Customer_14,47,Male,Bhopal,Central,Sports,17,1294.5,22006.5
219,Customer_219,54,Female,Delhi,North,Electronics,9,3273.09,29457.81
450,Customer_450,43,Male,Hyderabad,South,Sports,14,4828.37,67597.18
49,Customer_49,34,Other,Delhi,North,Grocery,2,586.59,1173.18
358,Customer_358,34,Female,Delhi,North,Books,7,247.14,1729.98
435,Customer_435,56,Female,Chandigarh,North,Clothing,1,1157.66,1157.66
76,Customer_76,40,Other,Bhopal,Central,Books,18,2170.47,39068.46
118,Customer_118,41,Other,Chandigarh,North,Electronics,14,770.57,10787.98
156,Customer_156,37,Male,Pune,West,Grocery,11,3895.34,42848.74
342,Customer_342,62,Female,Amritsar,North,Sports,12,4258.03,51096.36
88,Customer_88,26,Female,Delhi,North,Books,16,557.81,
159,Customer_159,20,Male,Nagpur,Central,Books,8,2006.55,16052.4
122,Customer_122,42,Female,Bhubaneswar,East,Grocery,16,577.93,9246.88
443,Customer_443,26,Male,Bhopal,Central,Grocery,9,3639.67,32757.03
310,Customer_310,43,Other,Bhopal,Central,Grocery,12,613.74,7364.88
154,Customer_154,37,Male,Kolkata,East,Clothing,11,1787.57,19663.27
80,Customer_80,49,Female,Raipur,Central,Sports,11,950.11,10451.21
251,Customer_251,39,Other,Pune,West,Clothing,6,3669.04,22014.24
479,Customer_479,60,Other,Raipur,Central,Books,12,3593.77,43125.24
147,Customer_147,44,Other,Bangalore,South,Sports,11,4145.73,45603.03
75,Customer_75,62,Other,Ahmedabad,West,Clothing,8,554.41,4435.28
278,Customer_278,55,Female,Delhi,North,Clothing,18,1124.23,20236.14
335,Customer_335,40,Male,Bangalore,South,Electronics,3,2223.4,6670.2
267,Customer_267,42,Female,Ahmedabad,West,Books,8,1275.18,10201.44
213,Customer_213,43,Other,Hyderabad,South,Electronics,16,2652.19,42435.04
460,Customer_460,25,Female,Raipur,Central,Books,4,2513.81,10055.24
29,Customer_29,42,Female,Mumbai,West,Clothing,9,4636.26,41726.34
214,Customer_214,46,Other,Delhi,North,Grocery,15,3416.54,51248.1
245,Customer_245,51,Female,Bhopal,Central,Clothing,8,3207.83,25662.64
82,Customer_82,33,Male,Hyderabad,South,Sports,16,3247.22,51955.52
394,Customer_394,55,Other,Pune,West,Clothing,11,4040.74,44448.14
78,Customer_78,59,Female,Bangalore,South,Clothing,9,3098.77,27888.93
381,Customer_381,38,Female,Bhopal,Central,Clothing,5,501.5,2507.5
484,Customer_484,48,Other,Amritsar,North,Sports,17,3916.35,66577.95
349,Customer_349,48,Male,Kolkata,East,Sports,3,1183.29,3549.87
455,Customer_455,26,Male,Delhi,North,Clothing,7,3683.68,25785.76
493,Customer_493,65,Other,Mumbai,West,Books,18,4330.97,77957.46
179,Customer_179,49,Male,Chennai,South,Grocery,7,1171.39,8199.73
180,Customer_180,65,Other,Kolkata,East,Books,17,236.85,4026.45
47,Customer_47,32,Female,Chennai,South,Sports,8,167.14,1337.12
67,Customer_67,49,Female,Bangalore,South,Clothing,1,1974.84,1974.84
302,Customer_302,35,Female,Delhi,North,Grocery,4,705.91,2823.64
15,Customer_15,59,Female,Amritsar,North,Books,11,602.18,6623.98
491,Customer_491,21,Male,Bhopal,Central,Electronics,2,1039.52,2079.04
205,Customer_205,61,Other,Chennai,South,Clothing,15,222.25,3333.75
166,Customer_166,59,Male,Bangalore,South,Grocery,5,1219.53,6097.65
255,Customer_255,62,Female,Bhopal,Central,Grocery,8,357.52,2860.16
148,Customer_148,34,Female,Chandigarh,North,Sports,12,4770.28,57243.36
388,Customer_388,20,Female,Bhubaneswar,East,Sports,20,3114.92,62298.4
206,Customer_206,20,Female,Bhubaneswar,East,Sports,20,809.52,16190.4
63,Customer_63,39,Male,Amritsar,North,Grocery,11,4470.48,49175.28
354,Customer_354,64,Male,Delhi,North,Books,20,1460.36,29207.2
433,Customer_433,34,Male,Raipur,Central,Grocery,3,1461.09,4383.27
275,Customer_275,63,Other,Mumbai,West,Clothing,5,4038.59,20192.95
434,Customer_434,61,Male,Bhopal,Central,Clothing,7,1381.96,9673.72
296,Customer_296,33,Other,Mumbai,West,Grocery,19,4181.52,79448.88
123,Customer_123,,Other,Nagpur,Central,Grocery,13,1408.68,18312.84
175,Customer_175,24,Other,Bhopal,Central,Grocery,18,3407.98,61343.64
30,Customer_30,49,Male,Ahmedabad,West,Books,5,989.99,4949.95
85,Customer_85,38,Other,Kolkata,East,Electronics,4,3727.26,14909.04
107,Customer_107,25,Other,Delhi,North,Electronics,5,2516.96,12584.8
186,Customer_186,50,Male,Kolkata,East,Clothing,5,4163.68,20818.4
31,Customer_31,38,Other,Raipur,Central,Books,2,298.2,596.4
174,Customer_174,41,Other,Raipur,Central,Books,10,1967.71,19677.1
210,Customer_210,61,Other,Hyderabad,South,Sports,11,3355.81,36913.91
235,Customer_235,59,Other,Amritsar,North,Sports,19,2909.29,55276.51
48,Customer_48,50,Female,Kolkata,East,Grocery,13,3413.61,44376.93
269,Customer_269,20,Male,Chennai,South,Electronics,15,3009.04,45135.6
429,Customer_429,50,Female,Ahmedabad,West,Grocery,6,374.8,2248.8
273,Customer_273,45,Other,Raipur,Central,Clothing,18,2503.32,45059.76
114,Customer_114,18,Male,Mumbai,West,Books,5,2079.39,10396.95
238,Customer_238,65,Other,Ahmedabad,West,Books,2,3543.59,7087.18
409,Customer_409,63,Other,Patna,East,Books,1,2185.05,2185.05
327,Customer_327,55,Male,Hyderabad,South,Grocery,3,3376.94,10130.82
240,Customer_240,30,Female,Patna,East,Grocery,8,1431.08,11448.64
365,Customer_365,49,Other,Chandigarh,North,Books,15,2578.37,38675.55
444,Customer_444,32,Female,Patna,East,Electronics,10,2131.34,21313.4
248,Customer_248,20,Male,Bhopal,Central,Books,6,2118.53,12711.18
2,Customer_2,,Other,Nagpur,Central,Electronics,7,1201.67,8411.69
377,Customer_377,38,Female,Chennai,South,Grocery,13,3518.59,45741.67
226,Customer_226,50,Female,Mumbai,West,Electronics,15,4835.1,72526.5
221,Customer_221,22,Female,Hyderabad,South,Sports,2,832.5,1665.0
89,Customer_89,21,Male,Pune,West,Sports,9,4708.26,42374.34
91,Customer_91,44,Other,Delhi,North,Electronics,20,3000.83,60016.6
104,Customer_104,21,Female,Amritsar,North,Books,7,2616.27,18313.89
362,Customer_362,37,Other,Chandigarh,North,Books,6,641.24,3847.44
58,Customer_58,62,Other,Pune,West,Books,13,2497.17,32463.21
228,Customer_228,43,Other,Mumbai,West,Grocery,12,273.95,3287.4
65,Customer_65,55,Female,Delhi,North,Sports,1,4290.82,4290.82
337,Customer_337,52,Other,Chennai,South,Electronics,9,3004.45,27040.05
416,Customer_416,60,Other,Bhopal,Central,Clothing,4,474.25,1897.0
197,Customer_197,26,Male,Ahmedabad,West,Sports,3,3594.42,10783.26
213,Customer_213,43,Other,Hyderabad,South,Electronics,16,2652.19,42435.04
303,Customer_303,19,Other,Raipur,Central,Books,3,1801.88,5405.64
191,Customer_191,44,Female,Bangalore,South,Electronics,20,2312.71,46254.2
168,Customer_168,54,Female,Ahmedabad,West,Books,20,1649.88,32997.6
97,Customer_97,46,Female,Raipur,Central,Books,4,2370.05,9480.2
375,Customer_375,51,Other,Kolkata,East,Electronics,14,3519.19,49268.66
307,Customer_307,24,Female,Ahmedabad,West,Books,5,1558.06,7790.3
140,Customer_140,33,Male,Chennai,South,Grocery,19,1652.67,31400.73
256,Customer_256,63,Female,Bangalore,South,Books,10,3466.94,34669.4
498,Customer_498,34,Male,Mumbai,West,Sports,5,846.6,4233.0
190,Customer_190,64,Female,Kolkata,East,Clothing,20,2662.47,53249.4
71,Customer_71,21,Other,Chandigarh,North,Electronics,12,1159.9,13918.8
304,Customer_304,42,Male,Bhubaneswar,East,Electronics,3,3637.98,10913.94
262,Customer_262,47,Male,Pune,West,Books,10,3630.24,36302.4
181,Customer_181,29,Female,Hyderabad,South,Sports,20,4054.77,81095.4
27,Customer_27,22,Male,Mumbai,West,Grocery,15,4049.71,60745.65
494,Customer_494,62,Female,Mumbai,West,Books,10,3480.03,34800.3
167,Customer_167,59,Female,Hyderabad,South,Clothing,3,926.87,2780.61
215,Customer_215,21,Male,Bhopal,Central,Clothing,4,2614.61,10458.44
12,Customer_12,45,Male,Raipur,Central,Grocery,19,2027.03,38513.57
406,Customer_406,40,Other,Bangalore,South,Sports,18,1907.97,34343.46
309,Customer_309,43,Female,Bangalore,South,Grocery,11,1492.67,16419.37
305,Customer_305,28,Male,Raipur,Central,Clothing,5,1381.15,6905.75
326,Customer_326,55,Other,Patna,East,Sports,4,1772.23,7088.92
470,Customer_470,44,Female,Bangalore,South,Sports,15,277.56,4163.4
405,Customer_405,64,Female,Chandigarh,North,Grocery,1,288.33,288.33
53,Customer_53,30,Other,Ahmedabad,West,Grocery,14,3341.4,46779.6
172,Customer_172,48,Male,Ahmedabad,West,Clothing,17,796.76,13544.92
230,Customer_230,43,Female,Bhopal,Central,Clothing,12,3984.74,47816.88
357,Customer_357,54,Female,Bhubaneswar,East,Clothing,14,1858.79,26023.06
356,Customer_356,58,Male,Pune,West,Electronics,20,401.51,8030.2
68,Customer_68,52,Other,Bangalore,South,Clothing,1,4539.3,4539.3
17,Customer_17,28,Male,Raipur,Central,Clothing,18,4769.82,85856.76
60,Customer_60,53,Female,Mumbai,West,Sports,20,1620.62,32412.4
482,Customer_482,30,Other,Chandigarh,North,Clothing,11,583.44,6417.84
195,Customer_195,22,Male,Patna,East,Electronics,12,1243.57,14922.84
57,Customer_57,20,Male,Kolkata,East,Clothing,8,4920.48,39363.84
11,Customer_11,59,Other,Kolkata,East,Sports,15,757.21,11358.15
461,Customer_461,36,Male,Bhopal,Central,Grocery,6,245.06,1470.36
488,Customer_488,36,Other,Chennai,South,Clothing,12,4609.9,55318.8
259,Customer_259,41,Other,Amritsar,North,Sports,3,4590.36,13771.08
189,Customer_189,48,Male,Ahmedabad,West,Clothing,15,3095.97,46439.55
320,Customer_320,46,Other,Mumbai,West,Sports,11,382.51,4207.61
497,Customer_497,22,Male,Bhubaneswar,East,Clothing,6,4814.25,28885.5
301,Customer_301,58,Male,Chandigarh,North,Clothing,5,3711.29,18556.45
233,Customer_233,50,Female,Ahmedabad,West,Grocery,17,2685.08,45646.36
374,Customer_374,51,Male,Ahmedabad,West,Grocery,8,2128.09,17024.72
46,Customer_46,62,Female,Ahmedabad,West,Clothing,4,1943.58,7774.32
41,Customer_41,34,Female,Chandigarh,North,Clothing,6,3719.09,22314.54
257,Customer_257,26,Other,Patna,East,Clothing,16,808.27,12932.32
346,Customer_346,41,Other,Kolkata,East,Grocery,9,457.98,4121.82
472,Customer_472,60,Other,Raipur,Central,Books,8,2435.55,19484.4
194,Customer_194,42,Female,Raipur,Central,Books,16,265.5,4248.0
451,Customer_451,38,Other,Bhopal,Central,Grocery,17,993.35,16886.95
176,Customer_176,60,Other,Bhopal,Central,Grocery,5,4587.89,22939.45
158,Customer_158,50,Other,Nagpur,Central,Sports,4,1758.61,7034.44
207,Customer_207,51,Male,Bhubaneswar,East,Electronics,12,2020.27,24243.24
436,Customer_436,47,Other,Bhubaneswar,East,Sports,9,1130.13,10171.17
62,Customer_62,35,Female,Pune,West,Clothing,17,2448.76,41628.92
353,Customer_353,45,Other,Raipur,Central,Sports,11,3965.83,43624.13
292,Customer_292,53,Male,Delhi,North,Sports,16,327.77,
253,Customer_253,60,Female,Ahmedabad,West,Grocery,4,964.67,3858.68
94,Customer_94,48,Female,Chandigarh,North,Sports,10,211.57,2115.7
485,Customer_485,60,Female,Bhopal,Central,Clothing,20,3050.5,61010.0
385,Customer_385,22,Other,Raipur,Central,Grocery,1,4985.95,4985.95
131,Customer_131,22,Female,Nagpur,Central,Books,15,4551.47,68272.05
389,Customer_389,23,Other,Pune,West,Books,9,1945.93,17513.37
119,Customer_119,42,Other,Chennai,South,Clothing,20,3431.52,68630.4
318,Customer_318,48,Male,Bhopal,Central,Grocery,4,1512.39,6049.56
483,Customer_483,55,Other,Bhopal,Central,Sports,17,716.45,12179.65
115,Customer_115,62,Other,Chandigarh,North,Grocery,13,3266.69,42466.97
363,Customer_363,51,Male,Delhi,North,Sports,17,3925.79,66738.43
188,Customer_188,24,Female,Kolkata,East,Electronics,11,3967.33,43640.63
77,Customer_77,24,Female,Kolkata,East,Sports,14,4805.9,67282.6
242,Customer_242,52,Female,Bhubaneswar,East,Electronics,13,4484.01,58292.13
134,Customer_134,57,Other,Ahmedabad,West,Electronics,14,4698.31,65776.34
19,Customer_19,23,Other,Chennai,South,Clothing,3,3672.94,11018.82
338,Customer_338,50,Female,Bhubaneswar,East,Books,4,721.17,2884.68
400,Customer_400,29,Female,Ahmedabad,West,Sports,18,3483.12,62696.16
390,Customer_390,42,Female,Bhopal,Central,Books,12,2424.44,29093.28
260,Customer_260,28,Other,Bhopal,Central,Books,11,4279.71,47076.81
10,Customer_10,22,Other,Chennai,South,Grocery,7,4570.02,31990.14
39,Customer_39,36,Other,Amritsar,North,Books,20,1092.62,21852.4
40,Customer_40,21,Male,Patna,East,Sports,3,3189.71,9569.13
135,Customer_135,33,Other,Kolkata,East,Sports,12,541.81,6501.72
101,Customer_101,49,Female,Hyderabad,South,Sports,3,2376.55,7129.65
72,Customer_72,19,Other,Delhi,North,Clothing,20,804.29,16085.8
144,Customer_144,23,Female,Chandigarh,North,Sports,11,3061.07,33671.77
42,Customer_42,62,Other,Bhopal,Central,Electronics,5,2750.67,13753.35
90,Customer_90,61,Female,Pune,West,Electronics,2,801.05,1602.1
56,Customer_56,60,Male,Hyderabad,South,Electronics,20,1709.18,34183.6
313,Customer_313,48,Other,Mumbai,West,Sports,19,2033.99,38645.81
495,Customer_495,21,Female,Pune,West,Grocery,1,3731.17,3731.17
387,Customer_387,42,Male,Nagpur,Central,Sports,14,905.4,12675.6
459,Customer_459,35,Male,Ahmedabad,West,Electronics,20,3047.89,60957.8
322,Customer_322,45,Male,Hyderabad,South,Clothing,15,1197.68,17965.2
246,Customer_246,26,Male,Patna,East,Sports,1,4824.37,4824.37
312,Customer_312,37,Female,Chandigarh,North,Sports,8,1300.77,10406.16
69,Customer_69,47,Male,Delhi,North,Sports,6,298.91,1793.46
279,Customer_279,65,Male,Kolkata,East,Clothing,4,3747.05,14988.2
142,Customer_142,57,Other,Bhopal,Central,Sports,2,3649.85,7299.7
224,Customer_224,42,Male,Chennai,South,Electronics,20,2119.77,42395.4
336,Customer_336,63,Male,Hyderabad,South,Books,20,3182.21,63644.2
127,Customer_127,52,Male,Mumbai,West,Clothing,12,2677.72,32132.64
161,Customer_161,63,Female,Mumbai,West,Clothing,8,2526.3,20210.4
348,Customer_348,55,Male,Delhi,North,Sports,8,2621.25,20970.0
87,Customer_87,29,Female,Delhi,North,Grocery,10,120.03,1200.3
220,Customer_220,58,Female,Raipur,Central,Electronics,18,1483.87,26709.66
398,Customer_398,27,Male,Delhi,North,Clothing,4,4240.08,16960.32
187,Customer_187,43,Male,Pune,West,Electronics,17,1901.11,32318.87
430,Customer_430,,Male,Hyderabad,South,Books,7,4382.14,30674.98
290,Customer_290,57,Female,Amritsar,North,Clothing,17,1299.47,22090.99
465,Customer_465,20,Male,Bhubaneswar,East,Electronics,1,4267.39,4267.39
341,Customer_341,41,Male,Ahmedabad,West,Grocery,15,4753.76,71306.4
169,Customer_169,58,Female,Bangalore,South,Electronics,10,3991.83,39918.3
402,Customer_402,54,Other,Amritsar,North,Books,2,951.3,1902.6
249,Customer_249,36,Male,Pune,West,Clothing,2,95.87,191.74
163,Customer_163,43,Other,Ahmedabad,West,Sports,1,4832.69,4832.69
328,Customer_328,27,Other,Kolkata,East,Clothing,17,1972.89,33539.13
36,Customer_36,26,Female,Amritsar,North,Clothing,12,4410.28,52923.36
146,Customer_146,62,Other,Raipur,Central,Sports,4,4271.32,17085.28
52,Customer_52,25,Female,Patna,East,Grocery,10,2560.26,25602.6
121,Customer_121,46,Female,Patna,East,Books,12,4938.88,59266.56
66,Customer_66,42,Other,Mumbai,West,Grocery,14,2714.19,37998.66
183,Customer_183,48,Female,Hyderabad,South,Clothing,7,1870.81,13095.67
417,Customer_417,42,Female,Ahmedabad,West,Clothing,17,2122.23,36077.91
458,Customer_458,27,Female,Amritsar,North,Grocery,7,3491.2,24438.4
298,Customer_298,39,Female,Chandigarh,North,Clothing,20,3856.58,77131.6
102,Customer_102,49,Other,Delhi,North,Grocery,10,3329.79,33297.9
51,Customer_51,52,Other,Mumbai,West,Books,7,1852.9,12970.3
410,Customer_410,31,Other,Mumbai,West,Electronics,7,2075.94,14531.58
35,Customer_35,22,Male,Bhubaneswar,East,Grocery,1,2318.51,2318.51
379,Customer_379,44,Male,Delhi,North,Sports,4,2702.83,10811.32
423,Customer_423,55,Male,Mumbai,West,Clothing,4,4628.39,18513.56
401,Customer_401,42,Male,Hyderabad,South,Books,10,3683.28,36832.8
237,Customer_237,46,Male,Raipur,Central,Electronics,11,2122.96,23352.56
282,Customer_282,44,Male,Pune,West,Clothing,2,2834.5,5669.0
413,Customer_413,,Female,Mumbai,West,Electronics,6,3209.04,19254.24
291,Customer_291,33,Male,Chandigarh,North,Sports,8,1534.87,12278.96
93,Customer_93,23,Male,Delhi,North,Clothing,6,1237.33,7423.98
474,Customer_474,49,Male,Pune,West,Clothing,11,1242.41,13666.51
100,Customer_100,29,Female,Patna,East,Electronics,16,2618.87,41901.92
130,Customer_130,41,Other,Patna,East,Sports,4,3390.44,13561.76
316,Customer_316,24,Other,Pune,West,Sports,9,1148.91,10340.19
114,Customer_114,18,Male,Mumbai,West,Books,5,2079.39,10396.95
95,Customer_95,58,Female,Mumbai,West,Clothing,19,3322.86,63134.34
83,Customer_83,33,Other,Chandigarh,North,Clothing,10,3336.6,33366.0
437,Customer_437,50,Female,Nagpur,Central,Books,12,2829.21,33950.52
263,Customer_263,40,Male,Hyderabad,South,Electronics,3,2728.76,8186.28
331,Customer_331,49,Male,Raipur,Central,Sports,14,3565.2,49912.8
212,Customer_212,19,Other,Chennai,South,Clothing,12,2792.41,33508.92
109,Customer_109,35,Female,Raipur,Central,Clothing,14,1732.38,24253.32
177,Customer_177,23,Female,Mumbai,West,Books,10,2816.66,28166.6
442,Customer_442,48,Other,Hyderabad,South,Books,12,2561.21,30734.52
157,Customer_157,21,Female,Delhi,North,Clothing,3,1396.91,4190.73
44,Customer_44,40,Other,Kolkata,East,Clothing,18,4426.47,79676.46
281,Customer_281,41,Other,Raipur,Central,Grocery,17,4419.92,75138.64
432,Customer_432,33,Female,Ahmedabad,West,Electronics,12,2469.49,29633.88
202,Customer_202,29,Female,Chandigarh,North,Books,18,1504.14,27074.52
306,Customer_306,37,Male,Delhi,North,Sports,16,3924.2,62787.2
294,Customer_294,62,Male,Delhi,North,Clothing,19,2403.73,45670.87
3,Customer_3,46,Male,Hyderabad,South,Books,19,1427.04,27113.76
22,Customer_22,55,Male,Chennai,South,Electronics,18,1189.07,21403.26
64,Customer_64,22,Female,Bangalore,South,Clothing,14,2067.62,28946.68
73,Customer_73,34,Other,Amritsar,North,Clothing,12,880.56,10566.72
285,Customer_285,40,Male,Pune,West,Clothing,6,742.79,4456.74
284,Customer_284,59,Other,Ahmedabad,West,Clothing,11,1323.77,14561.47
6,Customer_6,41,Other,Patna,East,Books,19,1001.83,19034.77
463,Customer_463,22,Female,Mumbai,West,Electronics,4,4528.66,18114.64
426,Customer_426,48,Female,Patna,East,Clothing,9,4490.31,40412.79
347,Customer_347,64,Male,Chennai,South,Sports,8,2174.69,17397.52
153,Customer_153,53,Other,Raipur,Central,Books,1,3064.52,3064.52
74,Customer_74,19,Female,Delhi,North,Grocery,10,2900.19,29001.9
325,Customer_325,25,Other,Bangalore,South,Grocery,9,3369.97,30329.73
456,Customer_456,58,Other,Chandigarh,North,Electronics,9,3867.69,34809.21
280,Customer_280,33,Female,Raipur,Central,Clothing,18,1641.99,29555.82
201,Customer_201,41,Female,Kolkata,East,Sports,17,1370.27,23294.59
70,Customer_70,42,Female,Pune,West,Grocery,9,3772.45,33952.05
113,Customer_113,20,Male,Ahmedabad,West,Clothing,5,2536.34,12681.7
393,Customer_393,65,Other,Bangalore,South,Books,2,3832.05,7664.1
81,Customer_81,35,Male,Bhubaneswar,East,Books,18,100.25,1804.5
243,Customer_243,63,Female,Bangalore,South,Electronics,3,1764.5,5293.5
16,Customer_16,29,Female,Amritsar,North,Grocery,17,4567.51,77647.67
339,Customer_339,26,Male,Chandigarh,North,Clothing,8,773.91,6191.28
203,Customer_203,45,Male,Bhubaneswar,East,Sports,6,3464.34,20786.04
477,Customer_477,23,Other,Mumbai,West,Books,20,4817.7,96354.0
225,Customer_225,28,Female,Patna,East,Grocery,16,4980.05,79680.8
